speech_id,file,year,sentence,negative,neutral,positive,compound score
speech_00084,parnell_source_00338,1880,"We have to contend against the prejudices of the classes in that country who desire to maintain a social influence and prestige by the power of position which the absolute ownership of land, and of the tenants in that land, confers both in England and in Ireland; but I think that, as in other countries, when agitation has become sufficiently strong, when the situation has been made sufficiently difficult, the government of England will step in, and will see, like the king of Prussia, that the time has come for it to make its Irish subjects contented and prosperous.",0.067,0.761,0.172,0.9001
speech_00085,parnell_source_00343,1880,"I believe the public sympathy of this country is in our favor, and I am proud of the success already recorded.",0,0.556,0.444,0.9001
speech_00054,parnell_source_00284,1880,"The Bill sought to supply a most valuable method of peace preservation; and he really would ask the Government to consider whether they could not, in addition to what they had already said, promise that they would afford the House an early opportunity of expressing its opinion on the principle of this measure?",0,0.8,0.2,0.8999
speech_00029,parnell_source_00108,1875,"He then alluded to the recent purchase of the Suez Canal Shares by the Minister, and said that if the English people would but open their eyes they would see that amidst the gathering complications which threatened at any moment to burst into flames of war upon the horizon, it would be their interest to treat Ireland with fair play, and allow her the self government which she was entitled to, which she asked, aye, and which she was determined to have.",0.089,0.688,0.223,0.899
speech_00068,parnell_source_00298,1880,"They proposed that in order to show that they did not care, and did not wish to obstruct the Progress of Business, if the Government would agree to report Progress, and fix their Sitting in the usual way, he and his hon. Friends would be very glad to proceed with the discussion of the Estimates, and to a fair and bond fide discussion of those Estimates.",0.062,0.724,0.213,0.8981
speech_00001,parnell_source_00002,1874,"Though the Constitution of 1782 was obtained, it was reserved for O'Connell half a century later to win the next great step   Catholic Emancipation , which had been vainly contended for by Grattan himself at the commencement of that long interval .",0,0.768,0.232,0.8979
speech_00005,parnell_source_00037,1875,"Apart from Mr. Biggar, and the utterances of Mr. Parnell, a new Home Rule member, who promises to be a worthy coadjutar of the hon. member for Cavan, the long debate has been conducted on the part of the Irish members with great ability and considerable skill.",0,0.775,0.225,0.8979
speech_00073,parnell_source_00316,1885,His professions of confident hope for the success of Irish Nationalism are increased by the passing of the Franchise Act.,0,0.573,0.427,0.8979
speech_00024,parnell_source_00087,1875,"It was, however, proper that as he had commenced his glorious canvass in Navan, he should commence there to give account of his stewardship , and he was quite certain that account would prove satisfactory ... Mr. Parnell, M.P., next presented himself, and was received with loud applause.",0,0.783,0.217,0.8977
speech_00065,parnell_source_00295,1880,"Although he did not think it was a very wonderful concession to have the option of giving to the people of Ireland £200,000 of their own money, when they were going to give£l,500,000 of their own money to the landlords, still, of course, it was a concession, and he was happy to admit it.",0,0.801,0.199,0.8977
speech_00053,parnell_source_00283,1886,"That speech at Wicklow about protection was made at a time when we had every reason to know that the Conservative party, if they should be successful at the polls, would have offered to Ireland A STATUTORY LEGISLATURE WITH A RIGHT TO PROTECT HER OWN MANUFACTURES      and that this would have been coupled with a settlement of the Irish land question on the basis of purchase on a larger scale than that now proposed by the Prime Minister.",0,0.854,0.146,0.8964
speech_00031,parnell_source_00115,1876,"Mr. Parnell, M.P., in proposing the election of several new gentlemen to the League, said it was important that the people of the country should be in earnest on the question of Home Rule for Ireland, and it was also important that the Irish members should be in earnest, and should consider the matter of obtaining Home Rule as of paramount importance.",0,0.802,0.198,0.8957
speech_00073,parnell_source_00321,1885,"With the improved means placed at his disposal by the party necessities of the Government, the Separatist champion can well ""look forward to the future with a light heart.""",0,0.67,0.33,0.8957
